Plate ID,Reports Count,Plate Issuer,Plate Status,Unique vehicles,Tags,Seen at Whipple,Plate Record Notes,Images,Last Seen,Last Location Seen,Plate,Submit Report
KVM8604 (NY),19,NY - New York,Confirmed ICE,"Silver SUV Ford Explorer, Silver  Ford ,    ,  SUV Ford Explorer, Silver SUV Ford , Gray / grey SUV Ford Explorer, Silver SUV Ford Expedition, Light gray / grey SUV Ford Explorer, Silver SUV  , Gray / grey SUV Ford Escape","ICE agent(s) seen in vehicle, ICE agent(s) seen in vehicle, Embedded lights, ICE agent(s) seen in vehicle, ICE agent(s) seen in vehicle, Involved in abduction, Verbally or physically aggressive, ""Intimidation (observing, filming, etc.)"", Seen with known ICE vehicle, Present at other ICE action, Seen with known ICE vehicle, Present at other ICE action, ICE agent(s) seen in vehicle, Tactical gear inside vehicle, Tinted/blacked-out windows, Present at raid or abduction, Seen in a convoy, Confirmed ICE from different database, Tinted/blacked-out windows, Present at raid or abduction, Seen in a convoy, ICE agent(s) seen in vehicle, ICE agent(s) seen in vehicle, Obscured/tinted license plate(s), ICE agent(s) seen in vehicle, Seen in a convoy, Tinted/blacked-out windows",checked,,"2e820044033f36692b72b07ecdef9b790757856920fb029da91bfbfa4978ce2d.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/yPlQM5OcUTnobUJl1OXE8A/lRZkedNGEMI8w2Vp6QWxtjadH2rCEEfAI0GQzCCkwINPZez71Jut_5WuhN50QcSmaw9EEaN43IJqsyAu-3Hhe01FwbItFm4J1MMg9pb_ZOpoZ4UKqU4a65RCHsIPz-zP4dRUC7aCuXjj_MXBpCqMESnaIl5UNgOGhFFdtqkm6aD-ywDyBBNtjgGnWy7U6K9oqwCh0jeraV12IjWiwqq7VF193jF09ODZvsqUni3LkWs/Hj8yoJ7N8zng1LPdg982wz7i9r4s2ofE_CStb1u7GWY),KVM8604-Gray-SUV-11.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/8I2TzWhaTfhcX9kUkC60YQ/lUP909OweqFwK01Pq1dN_g4OZfFSY_CZK2CrDEwZvBCQzQwNzCKJxZdNz7KXxCPcfcraQDxVVGmn-NKJqBEDiGSVxZXT4eAg7A4kiDid34kaRUrQ0hTY5P4DE-o4Uux4QdYC5hXaJ66xAnMBSHtjtLX6-uzPoEffU4ffkEpjVJg/sO1RQDweykoO73qA7eliOwthdmGAhz2Xw680LFQ46vY),IMG_6970.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/ZbaN5kiQdvumGaOLZ3AmCQ/REOlmhKlWn5n04fbgh1UcPfpiQBgL_ZSZTwAE51aVshmBQSO1RBI4vM3Tj-OWsr7HJtQR9ZjEFj6KlvsMxUyma4GBveh7184WJR8nlC1QPXjSDgFvUgkdXFicv5sz4-b0JIN0FbnQBxEaGWJX5rl6q01fw7xpPzcX2ntbDsRnVM/dGHLA-mY64RrXUVhACJyHoa9EJMuY1p9pMpuH9pVoFA),3477261895553166533.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/Mk6T0P0he_dmltYF8hyWYw/j1hqUnDZXJBAKTbwKK2pxi25vsau7ahECFo3n1yUaeK_vXabw5jg4nAl3CukjyEUJz81tpWf1r3-lfHqrA1wVOoTCU2CYZTWfEUZRuqKrO2JoeTY-GjESn7vf3xzNzu8K_Dv-0FTjkoc3fASrCkVSIjauKrlfbdy4N5qdT3wfXM/1JdyocoYrW4qAWKHyQkXoJc-jHRUjhgSHLrdgIO1gcU),signal-2026-01-11-092438.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/3bH4NRR_jvwejHn2L7peUQ/3X5gRue0K-wRIYiKR6Ijc4ANi1QYeYrX-uKRcfPMY3O4q_8npZZ1peN2BMdVt3-M6C7PnCpPMVuqAc5LnwUbiwhZdrYF46XOatFh79NXNeipD6tvLbHmvhzkBwkr_4fyVTLnub6URyeIMDopSjILhBkvjduLd3lFzShz02zjLZlk8ljQoHDpMqmPTWJVsI38/1jtfs5nFxE4xfDTOpBSxLzRKs9Jhh5LNP5SXYw8Q4Jo),Screenshot 2026-01-10 at 8.03.43 PM.png (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/rNHLqQnqyo2Cx3OGZctmow/DggViQOZg0FrpGseHEo4WFxULeeEE5IbJtrrKYajt3wUS10-H9U0KWEWZIUkjl-mP4BKWXydaEKjtjpgnGaH6Twa0QbQ7mAIsAo9iWDRtGamHuLyPrIphMq0QZ3BLLJUFhxHz2xXA2lVskDwvlglme9uEL_DTWRZJMrb4QKKnBewwLNfYRh-rLTu_-s28bSY/-pTuaqyKuWjAtvcyhjMEoVdgzjO-hU5e3oVjDlt8G54),IMG_2699.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/GvrI3Rzp5admURr1r_Q2_Q/-vTC0o_7VH3bq_AoKzwavpUNLR6n6S_RrMdudFfI9P_sAy-xJyKj1fjbEK7XcFZYz44hmDek5MO0ZSwoYhm3F17uI0ZJl_a16b7xpL7LEBR62-UBIQ3xHSR9Q2bTp4Pg_syQFZo-zArEs7ogbfeBqJBDx-LsnQag2zYkBDbu8lg/DN_JS95ydamxPppfmkakNqow1oD5rMECxTcfHEC4KzI)",1/19/2026 9:00am,EP Atwood Apts (Chestnut Dr),KVM8604,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KVM8604&prefill_Plate+Issuer=NY%20-%20New%20York
KVM8606 (NY),2,NY - New York,Confirmed ICE,"Black SUV Subaru , Silver SUV Ford ","ICE agent(s) seen in vehicle, Tinted/blacked-out windows, Seen in a convoy",checked,,IMG_9910.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/pIjOjFDOfcjkvcdssWBSlw/ZVqIo4DBCNhrbxA7qwsOnoVIkAWWfzwM6_HMp17c2hc9FvC6kHf9OWFL5HnFYzCMOuRsgoJ85jua8VoyJRa011YvhHDr9R_6eJCIY4DY_7U9gXeiYuJfyGOAnYqNB7D2-GmdemHWWnAiOYOKBxtezLI6ExGSBje_L4lwl3gZvIs/d-gpw70mLdjRpFkOLQr2A8GzFh9jxBaIDJmyApAQ0qk),1/19/2026 12:10pm,Savage - Country View Apartments,KVM8606,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KVM8606&prefill_Plate+Issuer=NY%20-%20New%20York
KWC9093 (NY),1,NY - New York,Confirmed ICE,"Black SUV Ford Expedition,    ",Confirmed ICE from different database,,,,12/10/2025 12:00am,,KWC9093,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KWC9093&prefill_Plate+Issuer=NY%20-%20New%20York
KWK7071 (NY),2,NY - New York,Confirmed ICE,"Silver SUV Ford Explorer,    ","ICE agent(s) seen in vehicle, Obscured/tinted license plate(s), ICE agent(s) seen in vehicle, Seen with known ICE vehicle, Obscured/tinted license plate(s), Present at other ICE action",checked,,cropped_photo%2FSilver_Ford_Explorer_Unknown_2026-01-12_Silver_Ford_Explorer_Unknown_2026-01-12_NPS07741.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/1nG5IFH7czgBnCNtAEd6Mw/Rl_jlqVu4YW2AaA-dTH7BffyH_pHkZPtvrq8Uh6U0TRd00lPJQ9tfWwRNHfekZ-lAdcgmpzsAksyK6E3cjSIyZFtTU-iO3DZJpYZZGqJhlI18N2xwwFFVUAFf5gsk_SGotlCyKhF05ikTwT6NQKXag/Z7YsuQBvCuLg-mLU8_pB4sMiydXNz1JvJJjkDc3sX_8),1/12/2026 5:34pm,"The Whipple, gate 3",KWK7071,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KWK7071&prefill_Plate+Issuer=NY%20-%20New%20York
KWM6528 (NY),1,NY - New York,Confirmed ICE,Black Sedan Dodge Charger,ICE agent(s) seen in vehicle,checked,,,1/18/2026 2:00pm,,KWM6528,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KWM6528&prefill_Plate+Issuer=NY%20-%20New%20York
KWM6578 (NY),1,NY - New York,Confirmed ICE,White Sedan Dodge Charger,"ICE agent(s) seen in vehicle, Seen in a convoy, Present at raid or abduction, Tinted/blacked-out windows",,,,1/18/2026 12:11pm,Hutchinson trailer park door knocking,KWM6578,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KWM6578&prefill_Plate+Issuer=NY%20-%20New%20York
KWM6596 (NY),1,NY - New York,Highly suspected ICE,Gray / grey SUV Lincoln ,,checked,,IMG_4104.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/ouWgOayyj9sld9sWiiteCg/qMQ0koSD7_a8gfONqTXxgdQ1VTtuPCrvqPz9A0El9Q-SiJLv5RAYHcO01utBlmGgTg9mPYr7mOyxoFBa1u-Rvcp71-yKPdo6aOPNJFnjFfT7U6Pg7oY1PBNtfrox-RVTRXE_w_Xj8Ay2HTuNDfeYlTwBAkh91Ri6xD6B2ECxFVI/haplcLyYtjQ4cj0M5vwHn4FexeT_r-mdT6yggcepb5k),1/18/2026 11:42am,Whipple,KWM6596,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KWM6596&prefill_Plate+Issuer=NY%20-%20New%20York
KWN6578 (NY),1,NY - New York,Confirmed ICE,Silver Sedan Dodge Charger,"ICE agent(s) seen in vehicle, Involved in abduction, Seen in a convoy, Present at raid or abduction",,,,1/19/2026 11:58am,"Hutchinson, MN ",KWN6578,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KWN6578&prefill_Plate+Issuer=NY%20-%20New%20York
KWWA04 (FL),3,FL - Florida,Confirmed ICE,"Gray / grey  Dodge Durango, Gray / grey SUV Dodge Durango,    ","ICE agent(s) seen in vehicle, Verbally or physically aggressive, ""Intimidation (observing, filming, etc.)"", Erratic/aggressive driving, ICE agent(s) seen in vehicle",checked,,KWWA04-black-SUV-11-12_29.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/u0_uNNkRMH8OKD8Keb-YCw/N-Yr00Xz8wKyzSuIb8d1OzsiFSD9az1DulUiifi8Ch7G7V3Yx5ZQQZYbMvNhnLqwAyBujeDuoWi1lO80P4lrN0kFXLUto1YiSPcYhoxUsHCZysnQABOGqkqjjQfS6Tiw5R7ypPqOy04Fw91Kb-LZCOADXd92ffxgXkBRRfYTvNkbrYS1V68JojUVQF_8n95X/CTHxacvVn5pWI2SaoDR8L9DVa99lbcVeuID9KYXvcHE),12/31/2025 5:15pm,Whipple,KWWA04,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KWWA04&prefill_Plate+Issuer=FL%20-%20Florida
KWWQ49 (FL),1,FL - Florida,Confirmed ICE,Silver SUV Ford Expedition,ICE agent(s) seen in vehicle,checked,,cropped_photo%2FSilver_Ford_Expedition_Unknown_2026-01-11_Silver_Ford_Expedition_Unknown_2026-01-11_NPS07678.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/aW3h7a_3zOiogMlsrEN-eg/oC2LbSYK5K_UYIsqRAcmKU6RJZIHzDhtznT-WWu1kYTMu5VM9qy8g1LZQTRLwHgkR6zotnaomT1DKj06ywZStmTgcWk4dwti1EWrBPIoERDonvbIqHUwtZth0Ya98xMD-el6uM9ls2MlY26E8tsjTA/GRP_RAFZEIjKYNtS1DT-G2Fy0Z9GHGLG8GcvxvSIzkg),1/11/2026 5:35pm,Whipple,KWWQ49,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KWWQ49&prefill_Plate+Issuer=FL%20-%20Florida
KWX9623 (NY),4,NY - New York,Confirmed ICE,"Black SUV Dodge , Black Truck RAM 1500, Black SUV Dodge Durango,    ","Tinted/blacked-out windows, Seen with known ICE vehicle, ICE agent(s) seen in vehicle, Seen with known ICE vehicle",checked,Very likely confirmed since reported at Whipple and in community,"signal-2026-01-01-072920.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/rlFA7epZTmMkjtZQ1Xzb8Q/kIZWfj4tB5RBNE_ggZNBMOq7IkOdzQ7-IvCuY-smmVH1t1gzHbph8jsCiuF_t-xYfvwoAB0MGxpHlcGmXdckTk85p31UrAwSpLM_1YoSAZy3kJkAbVvKSwJFXUzlxdpULEm45TTMMqWxRqE2IhNcEpkHfxJa31Son6NNlrhRLqmH6KcSpX_sZEWZ3RnovXRm/33LMdc6IcV4-dnUeFku1ajE9sKn-AGuSWRc8ZKNkALY),KWX9623-black-SUV-11-12_29.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/3gBd6Y1ASJ0KmbG8jO2vIw/sVufJB1z7JPbPXeYCjZELWpPCBj77Vc-UNloePzlA7oes9OMBjleeisK5p1nZxyJNEJi1M_oFViEbVyG61pTaLa53soVoE6eL2hzVovOSxWU20BwoMOJXWcl05pqW3_lyVnRDwdTaPJGJB6_v-IXXMj8Bo7IsdOPSqQNARQ-UL6SexzJXxVNTHqLLWkXw-QO/ob_u3e5fxZC3coEPaxNzndr_rHz1rRynpPKFSq1gaCk)",1/1/2026 12:00am,Whipple,KWX9623,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KWX9623&prefill_Plate+Issuer=NY%20-%20New%20York
KWX9649 (NY),2,NY - New York,Confirmed ICE,"Dark SUV Ford ,  SUV Ford ",ICE agent(s) seen in vehicle,checked,,"signal-2026-01-11-081556_002.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/mroQniy1r3azIQ2jYXoHHw/ynlY2ca44PXWLCobp8UVe2rbu4eWk-EYTLc8Xx3vABl8xn2nKilClrI33X888tkKFSM7pXnWuwi9JGZ0ypnEKuC1fc3f02Xhf449j_-S0v2VVKo9wAzTOZLYwAulenlBHLF3-ZJXBkweA-bvu8zSBUfSvxNVQ9hIl51CTlljOLI0TLD4ZAiUBjzwRI8dT7Ul/U3SiUlL8Vzow6Cj9l79ijTjdnd79W_k4_5PjIkdbDzg),signal-2026-01-11-081720.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/xXJxUywlfCsWIrQ7iO3O5Q/SMlp770Ox5Z-LMNCSJLkKjFZp3A3l6oIc3p9c-WNpp3ONJFCy_X2i0eFPo7AQGkScrb0wYyMnWkFYIxrMXCqBfXHZ8Kqfys4WS0QX9cag-ElPNgRrHa-du72iyEYbpwzYlFCSdpKoE-e1hLKyD7zWfalh3NBsZFNFoLZjmVus4MY6YRJ4hfPEz4EInPabHgG/O1aPX8WKF3HbkNhYlghayySxFLfH9MW1wu_Co87m_Cg)",1/11/2026 8:17am,Pierce and 47th,KWX9649,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KWX9649&prefill_Plate+Issuer=NY%20-%20New%20York
KWZ5975 (NY),2,NY - New York,Confirmed ICE,"Gray / grey SUV Ford Expedition, Dark gray / grey SUV Ford Expedition","ICE agent(s) seen in vehicle, Embedded lights",checked,,"cropped_photo%2FGray_Ford_Expedition_NewYork_2026-01-11_Gray_Ford_Expedition_NewYork_2026-01-11_NPS07684.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/Bjt6_TW2I6jjH-Lcfo33YQ/2WwiQiIDGpeYewycA9ugDRRFLY_pAO6ciSCTuAQftSp-ucvrykq5pd44yFKVkbdxiRqDdRn2UGgsyTwjPuBUt1HQ6CzEL6a420P3B67wttPpmh6cSlQAsmYczkzQiyKIgo9YqilRvumgQjTxezHjFA/IoJd6OXV1P2vxI11s2I6Fo6QO1LUYkxecD-JEbsMaRs),b2b5b0b46fcc05a8ef5efa3f5b70445ca487571fbe36f4600b2920059be7ea49.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/yuxT5xNP9i7ILr52pz3UJA/Kdc-f8jioWGgiBcurRlzG9pA_f2F94SaQcjiyURsDIHyvkMtyAkYFzHNnuJn2RKOIyWqzc6wxp8M7m09e9MZTQhdXfr1lLuhYxVO2Fi_R8vKXiuRNeaXTPerJORvlWVVtpwlqsHt1FRTLa3PEuluWHu1SzslFOV6FqrziNeT9T2RXJGWqQxrdAE3ruu43E62NZI0D-p4BMWVbiME4wTw75cVUXp1N3dOr2OQpcUYyUE/sc914qg43hnjou7SOo7Cp6XKY_QquvIZlHHxgSczAbQ)",1/11/2026 5:37pm,Whipple,KWZ5975,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KWZ5975&prefill_Plate+Issuer=NY%20-%20New%20York
KXC992,1,,Confirmed ICE,Black SUV Honda ,"Verbally or physically aggressive, ""Intimidation (observing, filming, etc.)"", Seen in a convoy, ICE agent(s) seen in vehicle",,,,1/15/2026 5:50pm,Sibley Plaza,KXC992,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KXC992
KXG5340 (NY),2,NY - New York,Confirmed ICE,"Black SUV Ford , Dark SUV Ford Edge","ICE agent(s) seen in vehicle, Present at raid or abduction",checked,,,1/14/2026 12:00pm,,KXG5340,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KXG5340&prefill_Plate+Issuer=NY%20-%20New%20York
KXJ8400,1,,Confirmed ICE,Black Truck  ,"ICE agent(s) seen in vehicle, Verbally or physically aggressive, Tinted/blacked-out windows",,,,1/15/2026 5:50pm,Sibley Plaza,KXJ8400,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KXJ8400
KXT2103 (TX),1,TX - Texas,Highly suspected ICE,Black SUV Kia Telluride,,checked,,,12/26/2025 1:34pm,Whipple,KXT2103,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KXT2103&prefill_Plate+Issuer=TX%20-%20Texas
KXX092 (MN),1,MN - Minnesota,Highly suspected ICE,Gray / grey SUV Hyundai ,Present at raid or abduction,,,,12/29/2025 2:00pm,Minnetonka,KXX092,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KXX092&prefill_Plate+Issuer=MN%20-%20Minnesota
KYC0901 (TX),5,TX - Texas,Confirmed ICE,"Dark gray / grey SUV Dodge Durango, Dark SUV Dodge Durango, Black SUV Dodge Durango, Gray / grey SUV Dodge Durango, Gray / grey SUV Dodge ",Erratic/aggressive driving,checked,,Screenshot 2026-01-12 at 11.33.30 AM.png (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/FdttF9XGKAgYPvCXb-PJJA/CYvjZH50rfFp_1Z4rr0M82QOiF9TsvRTEUb2Rb1Au3yTJcV3YP9Hwc3B3NyKlqCcpD6CxlqQzAj5L7GYtZp9mTa5wSuCN4yXP0NHhw_EFSecvceXOv8kxeoScu_P1WGxcweRqZd832dYKVhY_MsjmwL5nl3s93xNtr_tWPa5pnzXN7VODPCM3Cs8PF6Niur_/sz2IzQOwtEZoTj6Stun44gue5Aplbosf5Tl6LCXT0LI),1/16/2026 1:00pm,South High School in Minneapolis,KYC0901,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KYC0901&prefill_Plate+Issuer=TX%20-%20Texas
KYC764,1,,Highly suspected ICE,Dark Sedan Nissan Altima,,checked,,4b7d360e16457ed1ca9244aadff836c46f1cc250a420e41117094feed958aa22.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/p-EZwXFp6pPIVZcY6voS2g/naT26laSi1b7hQemHNNx8EH-NHwfDXf8tTBEt2_3BcQuQRKWNuZJ1QzKrhU6WiJF1BgBgKLdgFRF2E7OHFC9CabxITleNz1-UDesKZBR6-q_gRkXf8dzaRgyzbVafefmJG9JAtCgULRZwUYVFLOIB0hmQ7b7Lg8WkUGMql_up0aD3TncmKLydxs15Pn_kIUBXAMQbaq23dTL3fS1SDiBNWTTl2SPP66MRnAv21N-4qg/9mrPba8cyA5zrHn-QPTcr1KjZJzkHN9T0kHFI2kuwPI),1/8/2026 7:17am,Whipple,KYC764,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KYC764
KYD826 (MN),2,MN - Minnesota,Confirmed ICE,"Black SUV Lincoln , Black SUV Ford ","Possible plate switching, ICE agent(s) seen in vehicle",,,Image-1.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/gjH7FAt_l1HGI6uRmcCS5A/soWOL84O8ExVil6DlOKch1aP_F3Aduz9FlzXQWKiSWJB3cozMR9dPYi8oMqRkvqErjzsv_HtL_KkGcJRAsClIG0lQxkZ5azK8VSa38oQ2WCGcVJrOJz293OHG6iuBzKX6kMHil7GXzflIRCrNNpLwetGJ-umq8_9TV10MK6iGMM/TFqL4WxwQQbsSYHhYtxI-jrNeeZtGMwCV9vcoTe3Yq0),1/2/2026 2:30pm,Maryland Ave E & Arkwright St (St. Paul),KYD826,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KYD826&prefill_Plate+Issuer=MN%20-%20Minnesota
KYF533 (MN),0,MN - Minnesota,Confirmed ICE,White Sedan Chevrolet (Chevy) Other (describe in notes),ICE agent(s) seen in vehicle,,,,,Whipple 1/18,KYF533,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KYF533&prefill_Plate+Issuer=MN%20-%20Minnesota
KYF9663 (NY),2,NY - New York,Confirmed ICE,"Black Sedan Ford Fusion, Dark Sedan Ford ",ICE agent(s) seen in vehicle,checked,,IMG_6804.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/6Sj4ldIiZYzi01JAVv9V3A/59n7V-ubXqrhXGlVfkqlhdmUvbD_OtuwHVl1mC8GeqOw-v5RmIS1Iey9j376EnQz7XgHvYdB88Y_bx_6ufHl5yuSj-eI5XYwiZ53vhy6Lkn9KmfD29_hBf4MDn9xgp_KkUon4_MoDB3AB_909LJ5HRkuQlj6D8a3R-3Qb2Ta-X8/m4c7PLk_cC1qKtFehIy3C86IMMYHvQs_cXWeOxuNDR0),1/18/2026 7:57am,Whipple,KYF9663,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KYF9663&prefill_Plate+Issuer=NY%20-%20New%20York
KZF3495,14,,Confirmed ICE,"Black  Ford Expedition,  SUV Ford Expedition, Black SUV Ford Expedition, Black SUV Ford ,    , Other (describe in notes) Other (describe in notes) Other (describe in notes) Other (describe in notes)","Erratic/aggressive driving, ICE agent(s) seen in vehicle",checked,Also entered as KZF349,"signal-2026-01-05-123227_018.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/wzjS7P0k0XGQR4b9GB5soQ/BW7VYwYzUUu3SFQV4sk3wvW0TdRx-hmwUHd5VKHdaQlmVPjwluc3PX3RlKr66ixkqi0cSeuEru01vCJFzh6zYbhnRNUkKUV1FDriP0g_wBLZEBErmKx-VR7jY-_e-fO6W8Ovuefo6EMPh2_f6Fz9e0W2a7Z_Ai9wb7S1WyW6em3lXuhjrlXIxQXAjkglT5jF/smsna59DcHPH-Ml3mQL5s9K2iZG62YNWuqLnm9RGigA),KZF3495-gray-SUV-51-icelot_1-3_parked.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/UDR7CqX2Mpei8rMFqHXEJg/9FYFQsmrXqCsFsSQwBDmy6XFm8rD2b6UsuOqsSNeB_vUxyp-wMM0vcaILj9P5_uQv6tx3K8Bf7m6_FEpFUss6SHBVBGiJKk2v1uPiF9HpskVk6WymXQXx0A12SXAMpP6PP1danL9nXkPUnx6oVzhUvTTMmW4MDxyUzP5AVXNFdsrlJNr32yFlDmmg2M3D9xFkP5nlUXGWz5UfHqk0tp4hA/3DLOTHCEXwNn22zm-oobi0C41Y7bi_V4ZP-ZzHW28NA),0fd111a867b019f8b11a79a7c9df9810ce132ea20be35d00bebcf6ed70b1c1bc-1.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/V1RzFZo5dTepKBxoCv21Ig/SNJm4OvBxXHuD3Jko3efKTwETIxhXA7v_pZjdRGVSdLoXHKuDl3p0v7nHcAAO-5Njl6IdonYY54LHYNgXotZqOPQuy81ynNb8jtnhZOk9mTUQn5GNJlyegMY2aYWC3-qf6mV1HONoRYVxnq0HhLkZo-wu0x-cuy__YNDva7ESwhLbW13L3oygL6msEI81cDGq2Yf2mBAc6-WKEqeCWG23QFQ96HrUWP4ggV5tbFQwJE/NZfl3IbRAiW3w41U80tBRzEMOG6yfC0aeHiPPiPP0sQ)",1/18/2026 7:56am,Whipple,KZF3495,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KZF3495
KZL403 (MN),2,MN - Minnesota,Highly suspected ICE,"White SUV Ford Explorer, White SUV Ford ",,checked,,"signal-2026-01-07-135559_002.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/R3F1aSBcEjnhpjE_SSEnkA/N6TZuSsTHlRCuA64PaNiRjf-0hvT1LDhU2QCTvWZPClqTMs5keYT3i-RlFU2hLmJuiI-0I_rxMuydcX2dAYq_Ch26rZu-EB8euDPDaE8G7WvuysuN9tLogp6e1Ot17bjGXz_nm9vN6qHO6nv5AkPHHN09re5VY2sRYGOpbxgPJd-u_kptu98HnJjArn0Q52B/0USzaLUOt8MEdkexDrKlDjHOdDs8ZHGuva7BN9YKbPo),IMG_8420.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/6tCsRjYI74pMvl-IxGXt2g/7nWBAj-SoRWhXHtYRlRyZX2InvqWJk968PkZALX0wvcvp0-_ncIjnkGS3_pDoRHyzOrnPMfUJYc2j5BLlRBDZNZNKb0ao2ACY7EK2bdDVyoWl9gU-UlhhcC2IHWTIm14zLFUq2ddm4uWL4KX8c8SSOvv7_zHbeiLaXF4zJCBxQc/g-eRtiPzqc9cWDwEvwaTiuB2osPqtlK9vVLx9EPnUmY)",1/16/2026 10:17am,Whipple,KZL403,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KZL403&prefill_Plate+Issuer=MN%20-%20Minnesota
KZN0811 (CA),2,CA - California,Confirmed ICE,White SUV Chevrolet (Chevy) Suburban,"ICE agent(s) seen in vehicle, Tactical gear inside vehicle, ICE agent(s) seen in vehicle, Tactical gear inside vehicle",,,,1/16/2026 11:01am,"Federal Courthouse Plaza, S 4th St and 4th Ave S",KZN0811,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=KZN0811&prefill_Plate+Issuer=CA%20-%20California
